,company,time,debt_ratio,return_on_equity_ratio,current_ratio,return_on_asset_ratio,debt_to_equity_ratio,EPS
43,PSGO.JK,2022-09-29,0.5962493870732649,-0.0177233741937087,2.24615366334794,-0.0071545796583178,1.4770331039061364,
44,PSGO.JK,2022-06-29,0.5872543078380656,0.0455749254308641,2.6005377025758696,0.0188076418356333,1.4230423740825318,
45,PSGO.JK,2022-03-30,0.5980478071940848,0.0629207886276499,2.433638800491806,0.0252866242250042,1.4881242877995209,5.07
46,SGRO.JK,2022-09-29,0.5043219899344459,0.0533679078320507,1.29268269096873,0.0257174041303613,1.0465523401999652,
47,SGRO.JK,2022-06-29,0.5170740219666358,0.0614127369207914,1.1310195923200983,0.0287946033538222,1.1028084148065675,
48,SGRO.JK,2022-03-30,0.5189698705961567,0.0527533298162602,1.1246498250436736,0.0246214245040618,1.1119335822240686,136.0
49,SIMP.JK,2022-12-30,0.41386108817467,0.0179445300337755,1.1037997134505428,0.0083639498939456,0.8879229097172368,
50,SIMP.JK,2022-09-29,0.4397471866233795,0.0278293551601059,1.0392957402005754,0.0123801867308623,0.9885053354398786,
51,SIMP.JK,2022-06-29,0.4435337144278,0.0089256153401982,1.1315359981191198,0.0039164011843782,1.010828855119046,
52,SIMP.JK,2022-03-30,0.4541197376974741,0.0186180491516146,1.1072748620215158,0.0080298681952257,1.052921840260948,19.0
53,SMAR.JK,2022-12-30,0.5481822718223177,0.0995245968441698,1.9586678214927853,0.0449361836137685,1.214113331678678,
54,SMAR.JK,2022-09-29,0.5979729500483055,0.0964238109352474,1.8256355039298608,0.0387334140606405,1.488606983871344,
55,SMAR.JK,2022-06-29,0.6263561491877869,0.063042157488855,1.676604942898771,0.0235365938469961,1.6776787354151808,
56,SMAR.JK,2022-03-30,0.6401046374648588,0.0594367028570082,1.569452596033134,0.0213746720545926,1.779943525553046,317.0
57,SSMS.JK,2022-12-30,0.5387183024592109,0.0445099857160794,1.033212737790223,0.0204098286183866,1.1748429835343426,
58,SSMS.JK,2022-09-29,0.5168819791598558,0.0784742668055272,1.5040631416226369,0.0376826959636437,1.0764074411951208,
59,SSMS.JK,2022-06-29,0.5550522326075451,0.0041353231082638,0.6104482513162767,0.0018284772527092,1.2553179539939112,
60,SSMS.JK,2022-03-30,0.5159503764548534,0.1400120251802512,0.7582847954562093,0.067391172900935,1.0719394542390397,103.9
61,STAA.JK,2022-09-29,0.3813011584008681,0.0605828530668278,2.3346938215945525,0.0346842003248256,0.6660182975900052,
62,STAA.JK,2022-06-29,0.3906321480692458,0.0510258293576908,2.781179222815891,0.028870995257528,0.6903928718498985,
63,STAA.JK,2022-03-30,0.4044117920133971,0.1153767847674935,2.724607881190056,0.0617620028585002,0.7554763467024512,42.0
64,TAPG.JK,2022-12-30,0.2831712024487743,0.0642423116335373,1.757174706062716,0.0443194619569542,0.410464654354929,
65,TAPG.JK,2022-09-29,0.3054415470676126,0.0595901151093472,1.6017048695859175,0.039829076941028,0.4569851562436526,
66,TAPG.JK,2022-06-29,0.3428448753932457,0.1030373944390788,1.8004362890548464,0.0651445353253471,0.5422687026760592,
67,TAPG.JK,2022-03-30,0.3478646775194002,0.1041537171404966,1.7210334833473333,0.0654768762567251,0.5533464834740696,44.0
68,TBLA.JK,2022-12-30,0.7113991407490964,0.0389339079402228,1.1991629540763291,0.0112165664060843,2.469342903337571,
69,TBLA.JK,2022-09-29,0.6902240505674798,0.0226593611507932,1.280494289319056,0.007010574689088,2.230920677746377,
70,TBLA.JK,2022-06-29,0.6942206763552434,0.0261107645750448,1.369336167355934,0.0079743636446427,2.273113373205365,
71,TBLA.JK,2022-03-30,0.6930261355470834,0.0302853612780109,1.2460817067544312,0.0092854433138189,2.2603710109253834,37.89
72,TLDN.JK,2022-12-30,0.5827379107545135,0.0061953286564455,1.1549985930762627,0.0025850385359995,1.3965953804625195,
73,TLDN.JK,2022-09-29,0.6088198404993249,0.0251249478789092,1.2837763289728883,0.0098282417505519,1.5563889399985844,
74,TLDN.JK,2022-06-29,0.5953720404204403,0.1022185364583884,1.3964419226050853,0.0413598861013695,1.4714271328229485,
75,UNSP.JK,2022-12-30,2.3119435667495245,-0.0025191496072247,0.085174609110542,0.0030398858930529,-1.915904719125405,
76,UNSP.JK,2022-09-29,1.931301733061034,0.03022843259349,0.1327456888356552,-0.0234755833164914,-2.4868487171739124,
77,UNSP.JK,2022-06-29,1.9389467387022752,-0.0747311089303238,0.1330575341766645,0.0583303827024153,-2.4841194798822377,
78,UNSP.JK,2022-03-30,1.8336603609794213,-0.0043169451457352,0.129740759333354,0.0029683178393843,-2.6667667084799174,9.8
